,applicant_job_title,official_record_job_title,status,rule
8652,developer,intern civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8653,senior dotnet developer,trainee network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8654,mid civil engineer,lead business analyst,False,Rule 4 (Hierarchy / seniority difference)
8655,junior devops engineer,junior civil engineer,False,Rule 7 (Different job family)
8656,jr business analyst,senior mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8657,senior network security engineer,mid dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8658,dotnet developer,sr mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8659,senior operations manager,mid dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8660,junior advocate,junior devops engineer,False,Rule 7 (Different job family)
8661,jr civil engineer,trainee mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8662,lead advocate,lead civil engineer,False,Rule 7 (Different job family)
8663,senior network security engineer,senior operations manager,False,No rules matched
8664,senior network security engineer,trainee civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8665,jr operations manager,intern business analyst,False,Rule 4 (Hierarchy / seniority difference)
8666,jr mechanical engineer,sr operations manager,False,Rule 4 (Hierarchy / seniority difference)
8667,lead advocate,lead developer,False,Rule 7 (Different job family)
8668,senior devops engineer,junior mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8669,dotnet developer,trainee mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8670,senior advocate,trainee business analyst,False,Rule 4 (Hierarchy / seniority difference)
8671,jr devops engineer,junior advocate,False,Rule 7 (Different job family)
8672,advocate,trainee network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8673,sr mechanical engineer,trainee business analyst,False,Rule 4 (Hierarchy / seniority difference)
8674,devops engineer,mid dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8675,senior advocate,sr business analyst,False,Rule 7 (Different job family)
8676,intern civil engineer,trainee operations manager,False,No rules matched
8677,jr business analyst,mid network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8678,sr civil engineer,trainee dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8679,intern dotnet developer,sr developer,False,Rule 4 (Hierarchy / seniority difference)
8680,sr dotnet developer,junior business analyst,False,Rule 4 (Hierarchy / seniority difference)
8681,senior devops engineer,lead network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8682,jr developer,lead operations manager,False,Rule 4 (Hierarchy / seniority difference)
8683,lead mechanical engineer,trainee dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8684,jr business analyst,middle advocate,False,Rule 4 (Hierarchy / seniority difference)
8685,mid mechanical engineer,intern civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8686,operations manager,senior devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8687,senior advocate,lead devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8688,devops engineer,jr business analyst,False,Rule 4 (Hierarchy / seniority difference)
8689,intern developer,sr civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8690,devops engineer,middle network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8691,junior operations manager,trainee devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8692,mid civil engineer,junior dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8693,operations manager,middle advocate,False,Rule 4 (Hierarchy / seniority difference)
8694,devops engineer,senior developer,False,Rule 4 (Hierarchy / seniority difference)
8695,senior network security engineer,junior dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8696,devops engineer,mid business analyst,False,Rule 4 (Hierarchy / seniority difference)
8697,intern mechanical engineer,trainee business analyst,False,Rule 7 (Different job family)
8698,jr dotnet developer,sr network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8699,dotnet developer,lead operations manager,False,Rule 4 (Hierarchy / seniority difference)
8700,dotnet developer,devops engineer,False,Rule 7 (Different job family)
8701,business analyst,mid developer,False,Rule 4 (Hierarchy / seniority difference)
8702,senior civil engineer,trainee developer,False,Rule 4 (Hierarchy / seniority difference)
8703,jr dotnet developer,lead devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8704,lead network security engineer,trainee operations manager,False,Rule 4 (Hierarchy / seniority difference)
8705,middle developer,junior devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8706,mid mechanical engineer,intern network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8707,middle civil engineer,trainee devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8708,jr mechanical engineer,middle developer,False,Rule 4 (Hierarchy / seniority difference)
8709,jr developer,junior network security engineer,False,Rule 7 (Different job family)
8710,advocate,intern devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8711,jr devops engineer,trainee dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8712,devops engineer,jr advocate,False,Rule 4 (Hierarchy / seniority difference)
8713,network security engineer,junior devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8714,middle advocate,lead developer,False,Rule 4 (Hierarchy / seniority difference)
8715,mid advocate,intern mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8716,sr dotnet developer,junior operations manager,False,Rule 4 (Hierarchy / seniority difference)
8717,business analyst,senior network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8718,dotnet developer,intern business analyst,False,Rule 4 (Hierarchy / seniority difference)
8719,sr advocate,junior devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8720,jr operations manager,senior business analyst,False,Rule 4 (Hierarchy / seniority difference)
8721,intern business analyst,lead dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8722,jr developer,sr devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8723,middle operations manager,intern business analyst,False,Rule 4 (Hierarchy / seniority difference)
8724,intern network security engineer,sr civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8725,junior developer,lead operations manager,False,Rule 4 (Hierarchy / seniority difference)
8726,mid mechanical engineer,sr advocate,False,Rule 4 (Hierarchy / seniority difference)
8727,senior operations manager,middle civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8728,middle network security engineer,mid devops engineer,False,No rules matched
8729,developer,mid civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8730,mid civil engineer,junior business analyst,False,Rule 4 (Hierarchy / seniority difference)
8731,lead network security engineer,lead operations manager,False,No rules matched
8732,lead civil engineer,trainee dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8733,civil engineer,senior dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8734,jr civil engineer,lead operations manager,False,Rule 4 (Hierarchy / seniority difference)
8735,jr operations manager,mid developer,False,Rule 4 (Hierarchy / seniority difference)
8736,network security engineer,mid civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8737,jr mechanical engineer,jr network security engineer,False,No rules matched
8738,jr developer,jr operations manager,False,No rules matched
8739,sr operations manager,junior developer,False,Rule 4 (Hierarchy / seniority difference)
8740,dotnet developer,intern network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8741,mid business analyst,intern developer,False,Rule 4 (Hierarchy / seniority difference)
8742,business analyst,middle mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8743,jr mechanical engineer,junior developer,False,Rule 7 (Different job family)
8744,sr developer,junior business analyst,False,Rule 4 (Hierarchy / seniority difference)
8745,mechanical engineer,operations manager,False,No rules matched
8746,developer,intern mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8747,senior mechanical engineer,senior developer,False,Rule 7 (Different job family)
8748,middle advocate,lead dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8749,senior civil engineer,middle business analyst,False,Rule 4 (Hierarchy / seniority difference)
8750,jr operations manager,intern devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8751,junior dotnet developer,junior operations manager,False,No rules matched
8752,sr mechanical engineer,junior business analyst,False,Rule 4 (Hierarchy / seniority difference)
8753,senior dotnet developer,sr network security engineer,False,No rules matched
8754,senior network security engineer,trainee operations manager,False,Rule 4 (Hierarchy / seniority difference)
8755,lead mechanical engineer,trainee network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8756,trainee business analyst,trainee developer,False,No rules matched
8757,jr devops engineer,jr developer,False,Rule 7 (Different job family)
8758,dotnet developer,junior developer,False,Rule 4 (Hierarchy / seniority difference)
8759,mid devops engineer,mid network security engineer,False,No rules matched
8760,sr business analyst,trainee advocate,False,Rule 4 (Hierarchy / seniority difference)
8761,intern mechanical engineer,lead dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8762,lead network security engineer,trainee civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8763,middle business analyst,trainee civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8764,jr mechanical engineer,mid business analyst,False,Rule 4 (Hierarchy / seniority difference)
8765,mid civil engineer,lead advocate,False,Rule 4 (Hierarchy / seniority difference)
8766,sr devops engineer,trainee developer,False,Rule 4 (Hierarchy / seniority difference)
8767,dotnet developer,trainee devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8768,sr advocate,lead network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8769,jr operations manager,lead business analyst,False,Rule 4 (Hierarchy / seniority difference)
8770,mid devops engineer,trainee business analyst,False,Rule 4 (Hierarchy / seniority difference)
8771,middle advocate,intern dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8772,senior mechanical engineer,intern civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8773,lead mechanical engineer,trainee civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8774,jr civil engineer,junior network security engineer,False,No rules matched
8775,senior network security engineer,middle devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8776,middle dotnet developer,lead mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8777,jr network security engineer,sr developer,False,Rule 4 (Hierarchy / seniority difference)
8778,lead mechanical engineer,trainee business analyst,False,Rule 4 (Hierarchy / seniority difference)
8779,mid devops engineer,lead mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8780,intern civil engineer,junior mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8781,senior dotnet developer,middle devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8782,dotnet developer,trainee operations manager,False,Rule 4 (Hierarchy / seniority difference)
8783,middle business analyst,middle developer,False,No rules matched
8784,developer,sr business analyst,False,Rule 4 (Hierarchy / seniority difference)
8785,jr devops engineer,sr advocate,False,Rule 4 (Hierarchy / seniority difference)
8786,lead advocate,lead operations manager,False,Rule 7 (Different job family)
8787,senior dotnet developer,lead civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8788,intern dotnet developer,intern network security engineer,False,No rules matched
8789,senior dotnet developer,mid business analyst,False,Rule 4 (Hierarchy / seniority difference)
8790,jr operations manager,senior advocate,False,Rule 4 (Hierarchy / seniority difference)
8791,intern dotnet developer,junior mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8792,senior operations manager,trainee dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8793,junior advocate,trainee network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8794,middle network security engineer,mid civil engineer,False,No rules matched
8795,senior advocate,sr network security engineer,False,Rule 7 (Different job family)
8796,jr business analyst,trainee mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8797,senior developer,sr network security engineer,False,Rule 7 (Different job family)
8798,middle dotnet developer,intern operations manager,False,Rule 4 (Hierarchy / seniority difference)
8799,intern mechanical engineer,trainee civil engineer,False,No rules matched
8800,middle operations manager,intern dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8801,mid civil engineer,trainee mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8802,jr devops engineer,jr civil engineer,False,Rule 7 (Different job family)
8803,junior mechanical engineer,trainee business analyst,False,Rule 4 (Hierarchy / seniority difference)
8804,dotnet developer,senior advocate,False,Rule 4 (Hierarchy / seniority difference)
8805,mid devops engineer,junior operations manager,False,Rule 4 (Hierarchy / seniority difference)
8806,middle devops engineer,mid mechanical engineer,False,No rules matched
8807,jr advocate,junior network security engineer,False,Rule 7 (Different job family)
8808,jr advocate,trainee dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8809,dotnet developer,sr civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8810,middle operations manager,junior business analyst,False,Rule 4 (Hierarchy / seniority difference)
8811,intern dotnet developer,junior civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8812,jr business analyst,lead mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8813,middle advocate,sr business analyst,False,Rule 4 (Hierarchy / seniority difference)
8814,senior devops engineer,lead mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8815,mechanical engineer,middle advocate,False,Rule 4 (Hierarchy / seniority difference)
8816,mid developer,intern civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8817,senior network security engineer,mid developer,False,Rule 4 (Hierarchy / seniority difference)
8818,network security engineer,senior advocate,False,Rule 4 (Hierarchy / seniority difference)
8819,intern business analyst,intern developer,False,No rules matched
8820,middle operations manager,mid advocate,False,Rule 7 (Different job family)
8821,developer,mid network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8822,senior civil engineer,intern mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8823,jr advocate,trainee business analyst,False,Rule 4 (Hierarchy / seniority difference)
8824,senior devops engineer,mid civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8825,mid dotnet developer,sr devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8826,senior civil engineer,middle developer,False,Rule 4 (Hierarchy / seniority difference)
8827,middle advocate,middle devops engineer,False,Rule 7 (Different job family)
8828,mid developer,trainee business analyst,False,Rule 4 (Hierarchy / seniority difference)
8829,middle advocate,junior business analyst,False,Rule 4 (Hierarchy / seniority difference)
8830,senior devops engineer,trainee business analyst,False,Rule 4 (Hierarchy / seniority difference)
8831,senior developer,lead operations manager,False,Rule 4 (Hierarchy / seniority difference)
8832,sr operations manager,lead civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8833,devops engineer,senior business analyst,False,Rule 4 (Hierarchy / seniority difference)
8834,network security engineer,sr developer,False,Rule 4 (Hierarchy / seniority difference)
8835,mid mechanical engineer,junior civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8836,middle dotnet developer,mid civil engineer,False,Rule 7 (Different job family)
8837,network security engineer,jr mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8838,devops engineer,intern advocate,False,Rule 4 (Hierarchy / seniority difference)
8839,business analyst,junior mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8840,dotnet developer,intern developer,False,Rule 4 (Hierarchy / seniority difference)
8841,senior advocate,mid network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8842,middle civil engineer,trainee developer,False,Rule 4 (Hierarchy / seniority difference)
8843,jr civil engineer,lead dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8844,junior devops engineer,junior network security engineer,False,No rules matched
8845,mid civil engineer,mid network security engineer,False,No rules matched
8846,jr advocate,mid mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8847,operations manager,lead advocate,False,Rule 4 (Hierarchy / seniority difference)
8848,devops engineer,trainee developer,False,Rule 4 (Hierarchy / seniority difference)
8849,middle developer,intern devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8850,intern network security engineer,junior advocate,False,Rule 4 (Hierarchy / seniority difference)
8851,senior network security engineer,trainee mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8852,mid dotnet developer,junior network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8853,sr network security engineer,junior advocate,False,Rule 4 (Hierarchy / seniority difference)
8854,lead business analyst,trainee operations manager,False,Rule 4 (Hierarchy / seniority difference)
8855,mechanical engineer,middle civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8856,developer,lead mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8857,jr civil engineer,lead advocate,False,Rule 4 (Hierarchy / seniority difference)
8858,senior dotnet developer,middle operations manager,False,Rule 4 (Hierarchy / seniority difference)
8859,jr civil engineer,trainee operations manager,False,Rule 4 (Hierarchy / seniority difference)
8860,network security engineer,trainee civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8861,intern advocate,trainee network security engineer,False,Rule 7 (Different job family)
8862,junior network security engineer,trainee developer,False,Rule 4 (Hierarchy / seniority difference)
8863,mid civil engineer,intern advocate,False,Rule 4 (Hierarchy / seniority difference)
8864,jr network security engineer,mid business analyst,False,Rule 4 (Hierarchy / seniority difference)
8865,trainee devops engineer,trainee operations manager,False,Rule 7 (Different job family)
8866,trainee devops engineer,trainee network security engineer,False,No rules matched
8867,jr dotnet developer,lead business analyst,False,Rule 4 (Hierarchy / seniority difference)
8868,jr operations manager,lead developer,False,Rule 4 (Hierarchy / seniority difference)
8869,jr advocate,mid developer,False,Rule 4 (Hierarchy / seniority difference)
8870,jr devops engineer,mid civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8871,operations manager,intern business analyst,False,Rule 4 (Hierarchy / seniority difference)
8872,intern advocate,trainee operations manager,False,Rule 7 (Different job family)
8873,middle mechanical engineer,junior devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8874,jr devops engineer,sr operations manager,False,Rule 4 (Hierarchy / seniority difference)
8875,business analyst,trainee dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8876,mid operations manager,intern mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8877,junior advocate,junior operations manager,False,Rule 7 (Different job family)
8878,middle operations manager,trainee advocate,False,Rule 4 (Hierarchy / seniority difference)
8879,civil engineer,middle dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8880,jr developer,sr business analyst,False,Rule 4 (Hierarchy / seniority difference)
8881,jr dotnet developer,lead advocate,False,Rule 4 (Hierarchy / seniority difference)
8882,intern civil engineer,trainee devops engineer,False,Rule 7 (Different job family)
8883,junior advocate,trainee dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8884,jr advocate,sr dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8885,sr business analyst,junior network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8886,dotnet developer,lead civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8887,intern dotnet developer,sr operations manager,False,Rule 4 (Hierarchy / seniority difference)
8888,jr network security engineer,senior advocate,False,Rule 4 (Hierarchy / seniority difference)
8889,senior network security engineer,mid mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8890,senior network security engineer,junior mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8891,mid developer,lead civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8892,middle network security engineer,lead operations manager,False,Rule 4 (Hierarchy / seniority difference)
8893,lead dotnet developer,trainee network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8894,mid dotnet developer,lead business analyst,False,Rule 4 (Hierarchy / seniority difference)
8895,mid civil engineer,lead operations manager,False,Rule 4 (Hierarchy / seniority difference)
8896,sr developer,trainee dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8897,jr advocate,middle devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8898,mid developer,junior dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8899,senior dotnet developer,trainee civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8900,senior network security engineer,sr mechanical engineer,False,No rules matched
8901,advocate,intern developer,False,Rule 4 (Hierarchy / seniority difference)
8902,business analyst,junior dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8903,sr operations manager,lead network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8904,devops engineer,middle mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8905,lead mechanical engineer,trainee developer,False,Rule 4 (Hierarchy / seniority difference)
8906,jr business analyst,mid developer,False,Rule 4 (Hierarchy / seniority difference)
8907,business analyst,sr operations manager,False,Rule 4 (Hierarchy / seniority difference)
8908,jr business analyst,senior developer,False,Rule 4 (Hierarchy / seniority difference)
8909,mid network security engineer,trainee mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8910,dotnet developer,intern devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8911,junior network security engineer,trainee business analyst,False,Rule 4 (Hierarchy / seniority difference)
8912,senior dotnet developer,trainee devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8913,middle developer,sr civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8914,senior business analyst,lead advocate,False,Rule 4 (Hierarchy / seniority difference)
8915,jr operations manager,junior dotnet developer,False,No rules matched
8916,advocate,mid mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8917,network security engineer,intern advocate,False,Rule 4 (Hierarchy / seniority difference)
8918,middle network security engineer,mid business analyst,False,No rules matched
8919,network security engineer,senior mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8920,middle developer,junior operations manager,False,Rule 4 (Hierarchy / seniority difference)
8921,intern mechanical engineer,trainee network security engineer,False,No rules matched
8922,senior network security engineer,middle business analyst,False,Rule 4 (Hierarchy / seniority difference)
8923,middle developer,trainee devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8924,dotnet developer,trainee network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8925,jr business analyst,jr operations manager,False,No rules matched
8926,middle mechanical engineer,mid developer,False,Rule 7 (Different job family)
8927,business analyst,intern advocate,False,Rule 4 (Hierarchy / seniority difference)
8928,intern network security engineer,lead civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8929,intern advocate,junior devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8930,middle civil engineer,mid network security engineer,False,No rules matched
8931,mid advocate,trainee mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8932,senior developer,mid advocate,False,Rule 4 (Hierarchy / seniority difference)
8933,jr dotnet developer,intern network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8934,developer,jr network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8935,business analyst,intern dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8936,jr devops engineer,trainee civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8937,mid operations manager,junior network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8938,senior civil engineer,sr network security engineer,False,No rules matched
8939,senior devops engineer,mid developer,False,Rule 4 (Hierarchy / seniority difference)
8940,jr advocate,sr mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8941,senior advocate,senior dotnet developer,False,Rule 7 (Different job family)
8942,middle devops engineer,junior dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8943,jr civil engineer,intern developer,False,Rule 4 (Hierarchy / seniority difference)
8944,middle devops engineer,lead civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8945,junior devops engineer,trainee business analyst,False,Rule 4 (Hierarchy / seniority difference)
8946,intern mechanical engineer,intern operations manager,False,No rules matched
8947,jr civil engineer,junior operations manager,False,No rules matched
8948,jr civil engineer,trainee devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8949,jr business analyst,senior civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8950,civil engineer,middle operations manager,False,Rule 4 (Hierarchy / seniority difference)
8951,operations manager,jr advocate,False,Rule 4 (Hierarchy / seniority difference)
8952,jr operations manager,sr mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8953,middle business analyst,trainee developer,False,Rule 4 (Hierarchy / seniority difference)
8954,senior business analyst,sr operations manager,False,No rules matched
8955,senior advocate,middle dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8956,middle mechanical engineer,trainee network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8957,mid dotnet developer,lead developer,False,Rule 4 (Hierarchy / seniority difference)
8958,mid civil engineer,junior network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8959,mid network security engineer,lead civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8960,middle developer,mid dotnet developer,False,No rules matched
8961,developer,trainee civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8962,jr advocate,trainee mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8963,senior operations manager,lead advocate,False,Rule 4 (Hierarchy / seniority difference)
8964,junior devops engineer,trainee mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8965,dotnet developer,mid network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8966,jr business analyst,jr network security engineer,False,No rules matched
8967,jr developer,middle advocate,False,Rule 4 (Hierarchy / seniority difference)
8968,senior network security engineer,trainee dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8969,mid developer,sr operations manager,False,Rule 4 (Hierarchy / seniority difference)
8970,jr dotnet developer,junior advocate,False,Rule 7 (Different job family)
8971,sr business analyst,lead developer,False,Rule 4 (Hierarchy / seniority difference)
8972,jr business analyst,mid civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8973,junior business analyst,junior civil engineer,False,No rules matched
8974,mid mechanical engineer,lead devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8975,senior dotnet developer,senior devops engineer,False,Rule 7 (Different job family)
8976,jr dotnet developer,lead network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8977,mid developer,lead mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
8978,senior developer,intern operations manager,False,Rule 4 (Hierarchy / seniority difference)
8979,senior mechanical engineer,junior dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8980,sr advocate,junior business analyst,False,Rule 4 (Hierarchy / seniority difference)
8981,senior developer,intern advocate,False,Rule 4 (Hierarchy / seniority difference)
8982,mechanical engineer,middle dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8983,devops engineer,senior operations manager,False,Rule 4 (Hierarchy / seniority difference)
8984,jr mechanical engineer,junior dotnet developer,False,Rule 7 (Different job family)
8985,network security engineer,lead civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8986,mid network security engineer,intern business analyst,False,Rule 4 (Hierarchy / seniority difference)
8987,senior developer,intern dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
8988,senior network security engineer,junior devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8989,developer,middle civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8990,dotnet developer,middle civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8991,senior civil engineer,trainee devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8992,business analyst,senior civil engineer,False,Rule 4 (Hierarchy / seniority difference)
8993,operations manager,mid network security engineer,False,Rule 4 (Hierarchy / seniority difference)
8994,senior business analyst,trainee advocate,False,Rule 4 (Hierarchy / seniority difference)
8995,mid operations manager,lead developer,False,Rule 4 (Hierarchy / seniority difference)
8996,mid mechanical engineer,mid operations manager,False,No rules matched
8997,dotnet developer,mid devops engineer,False,Rule 4 (Hierarchy / seniority difference)
8998,middle civil engineer,mid dotnet developer,False,Rule 7 (Different job family)
8999,network security engineer,sr civil engineer,False,Rule 4 (Hierarchy / seniority difference)
9000,dotnet developer,junior network security engineer,False,Rule 4 (Hierarchy / seniority difference)
9001,operations manager,trainee business analyst,False,Rule 4 (Hierarchy / seniority difference)
9002,junior devops engineer,lead operations manager,False,Rule 4 (Hierarchy / seniority difference)
9003,sr developer,lead advocate,False,Rule 4 (Hierarchy / seniority difference)
9004,jr advocate,jr network security engineer,False,Rule 7 (Different job family)
9005,mid developer,junior mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
9006,mid developer,junior operations manager,False,Rule 4 (Hierarchy / seniority difference)
9007,devops engineer,intern business analyst,False,Rule 4 (Hierarchy / seniority difference)
9008,jr devops engineer,trainee advocate,False,Rule 4 (Hierarchy / seniority difference)
9009,operations manager,sr advocate,False,Rule 4 (Hierarchy / seniority difference)
9010,developer,jr mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
9011,mid network security engineer,intern devops engineer,False,Rule 4 (Hierarchy / seniority difference)
